"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Robert Gsellman","Mets","0","0","5.18","0","0","0","1.0","1","1","0","1","0","1.53","5.18","3.87","5.10","0.0","0.0","sa599041"
"Eddie Bonine","Tigers","0","0","5.04","0","1","0","1.0","1","1","0","0","0","1.48","4.25","2.89","5.10","0.0","-0.1","5890"
"Jair Jurrjens","Rockies","0","0","5.22","0","0","0","1.0","1","1","0","1","0","1.48","5.34","2.82","5.10","0.0","0.0","5556"
"Salvador Arellano"," ","0","0","5.11","0","0","0","1.0","1","1","0","1","0","1.52","5.03","3.65","5.11","0.0","0.0","sa199555"
"Jade Todd","Tigers","0","0","5.12","0","1","0","1.0","1","1","0","1","1","1.60","6.16","5.20","5.11","0.0","-0.1","sa454950"
"Brandon Lee","Cardinals","0","0","4.99","0","1","0","1.0","1","1","0","1","1","1.63","6.03","5.54","5.11","0.0","-0.1","sa739846"
"Rusty Shellhorn","Mariners","0","0","5.08","0","0","0","1.0","1","1","0","1","1","1.56","5.57","4.61","5.11","0.0","0.0","sa579801"
"Jesus Duenas"," ","0","0","5.17","0","1","0","1.0","1","1","0","1","1","1.63","6.07","5.38","5.11","0.0","-0.1","sa508211"
"George Jensen","Rays","0","0","5.03","0","1","0","1.0","1","1","0","1","1","1.58","5.84","4.92","5.11","0.0","-0.1","sa550287"
"Jorge Lopez","Brewers","0","0","5.17","0","0","0","1.0","1","1","0","1","0","1.56","5.94","4.32","5.11","0.0","0.0","sa597780"
"Luis Liria","Cubs","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.67","7.07","6.20","5.11","0.0","-0.1","sa506679"
"John Gant","Mets","0","0","5.21","0","0","0","1.0","1","1","0","1","1","1.58","5.83","4.64","5.11","0.0","0.0","sa599212"
"Ignacio Montano"," ","0","0","5.14","0","0","0","1.0","1","1","0","0","0","1.52","4.28","3.40","5.11","0.0","0.0","sa200106"
"Shay Crawford","Rays","0","0","5.04","0","1","0","1.0","1","1","0","1","1","1.62","6.33","5.66","5.11","0.0","-0.1","sa599706"
"Ryan Hinson"," ","0","0","5.15","0","0","0","1.0","1","1","0","1","0","1.57","5.43","4.47","5.11","0.0","0.0","sa501578"
"Michael Flores","Braves","0","0","5.21","0","1","0","1.0","1","1","0","1","1","1.68","6.57","6.03","5.11","0.0","-0.1","sa598481"
"Pat Christensen","Astros","0","0","5.18","0","1","0","1.0","1","1","0","1","1","1.59","6.30","4.88","5.11","0.0","-0.1","sa708456"
"Otmar Tovar"," ","0","0","5.13","0","1","0","1.0","1","1","0","1","1","1.64","6.74","5.81","5.11","0.0","-0.1","sa728812"
"Luis De La O"," ","0","0","5.10","0","1","0","1.0","1","1","0","1","1","1.62","6.40","5.41","5.11","0.0","-0.1","sa508761"
"Joe Dvorsky","White Sox","0","0","5.17","0","1","0","1.0","1","1","0","1","1","1.59","6.52","4.93","5.11","0.0","0.0","sa599560"
"Brandon Farley","Giants","0","0","5.12","0","1","0","1.0","1","1","0","1","1","1.66","6.00","5.84","5.12","0.0","-0.1","sa658932"
"Jon Keller","Orioles","0","0","4.94","0","1","0","1.0","1","1","0","1","1","1.58","6.81","5.35","5.12","0.0","-0.1","sa549073"
"Jose Dominguez Contreras"," ","0","0","5.10","0","1","0","1.0","1","1","0","1","1","1.62","6.35","5.37","5.12","0.0","-0.1","sa692029"
"Jose Reyes","Giants","0","0","5.13","0","0","0","1.0","1","1","0","1","0","1.58","4.87","4.42","5.12","0.0","0.0","sa551314"
"Ross Gerdeman","Diamondbacks","0","0","5.06","0","0","0","1.0","1","1","0","1","0","1.53","5.24","3.98","5.12","0.0","0.0","sa599412"
"Markus Solbach","Diamondbacks","0","0","5.05","0","0","0","1.0","1","1","0","1","0","1.51","4.83","3.57","5.12","0.0","0.0","sa599472"
"Jacob Lee","Indians","0","0","5.16","0","1","0","1.0","1","1","0","1","0","1.56","5.43","4.21","5.12","0.0","-0.1","sa658135"
"Yender Caramo","Royals","0","0","4.86","0","1","0","1.0","1","1","0","0","0","1.47","4.04","3.08","5.12","0.0","-0.1","sa597233"
"Nick Avila","Tigers","0","0","5.14","0","0","0","1.0","1","1","0","1","0","1.51","4.97","3.59","5.12","0.0","0.0","sa503415"
"Roberto Gomez","Rays","0","0","5.06","0","0","0","1.0","1","1","0","1","0","1.49","4.51","3.34","5.12","0.0","0.0","sa551705"
"Alfredo Garcia"," ","0","0","5.12","0","0","0","1.0","1","1","0","0","0","1.48","4.16","2.86","5.12","0.0","0.0","sa194674"
"Tony Wieber","Padres","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.63","5.82","5.06","5.12","0.0","-0.1","sa658853"
"Johnny Hellweg","Brewers","0","0","5.27","0","0","0","1.0","1","1","0","1","1","1.61","6.21","5.03","5.12","0.0","0.0","10065"
"Ramon Del Orbe","Marlins","0","0","5.15","0","1","0","1.0","1","1","0","1","1","1.65","5.58","5.39","5.13","0.0","-0.1","sa506863"
"Rob Kaminsky","Cardinals","0","0","5.06","0","0","0","1.0","1","1","0","1","1","1.59","5.22","4.82","5.13","0.0","0.0","sa737532"
"Alexander Muren","Twins","0","0","5.27","0","1","0","1.0","1","1","0","1","0","1.61","5.26","4.48","5.13","0.0","-0.1","sa658181"
"Ryne Stanek","Rays","0","0","5.09","0","0","0","1.0","1","1","0","1","0","1.54","5.17","4.10","5.13","0.0","0.0","sa548245"
"John Walter","Royals","0","0","4.91","0","1","0","1.0","1","1","0","1","0","1.55","5.30","4.45","5.13","0.0","-0.1","sa658678"
"Reynaldo Lopez","Nationals","0","0","5.17","0","0","0","1.0","1","1","0","1","1","1.59","5.48","4.63","5.13","0.0","0.0","sa696415"
"Alex Reyes","Cardinals","0","0","5.16","0","0","0","1.0","1","1","0","1","1","1.65","6.71","6.00","5.13","0.0","0.0","sa739551"
"Rafael Pineda","Mariners","0","0","5.03","0","1","0","1.0","1","1","0","1","0","1.55","5.23","4.23","5.13","0.0","-0.1","sa658959"
"Cody Penny","Indians","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.61","6.11","4.95","5.13","0.0","-0.1","sa621532"
"Trevor Foss","Angels","0","0","5.15","0","1","0","1.0","1","1","0","1","0","1.57","5.20","4.39","5.13","0.0","-0.1","sa738304"
"Emilio Pagan","Mariners","0","0","5.09","0","1","0","1.0","1","1","0","1","1","1.61","6.43","5.46","5.14","0.0","-0.1","sa737885"
"Alfonso Sanchez"," ","0","0","5.13","0","0","0","1.0","1","1","0","1","0","1.51","4.52","3.28","5.14","0.0","0.0","sa508091"
"Chuck Buchanan","Braves","0","0","5.27","0","0","0","1.0","1","1","0","1","1","1.63","5.76","5.13","5.14","0.0","0.0","sa738240"
"Cody Scarpetta","Braves","0","0","5.28","0","0","0","1.0","1","1","0","1","1","1.63","6.11","5.16","5.14","0.0","0.0","sa390646"
"Kramer Champlin","Blue Jays","0","0","5.15","0","1","0","1.0","1","1","0","1","0","1.56","5.74","4.21","5.14","0.0","-0.1","sa599534"
"Julio Rivera"," ","0","0","5.16","0","0","0","1.0","1","1","0","1","0","1.56","5.35","4.20","5.14","0.0","0.0","sa735642"
"Julian Hilario","Mets","0","0","5.19","0","1","0","1.0","1","1","0","1","1","1.64","6.38","5.59","5.14","0.0","-0.1","sa551277"
"Andrew Walter","Astros","0","0","5.23","0","1","0","1.0","1","1","0","1","1","1.61","6.52","5.14","5.14","0.0","-0.1","sa502718"
"Andrew Granier","Athletics","0","0","5.10","0","0","0","1.0","1","1","0","1","1","1.58","5.71","4.77","5.14","0.0","0.0","sa599479"
"Zebulon Sneed","Royals","0","0","4.89","0","1","0","1.0","1","1","0","1","1","1.56","5.28","4.54","5.14","0.0","-0.1","sa658165"
"Jorge Mungary"," ","0","0","5.11","0","1","0","1.0","1","1","0","1","1","1.59","5.64","4.69","5.14","0.0","-0.1","sa824771"
"Austin Brice","Marlins","0","0","5.30","0","0","0","1.0","1","1","0","1","1","1.64","6.15","5.56","5.14","0.0","0.0","sa548458"
"Jesus Anguamea"," ","0","0","5.14","0","1","0","1.0","1","1","0","1","1","1.64","6.46","5.59","5.14","0.0","-0.1","sa737569"
"Steven Messner","Giants","0","0","5.17","0","0","0","1.0","1","1","0","1","1","1.61","4.83","4.85","5.14","0.0","0.0","sa825117"
"Martin Agosta","Giants","0","0","5.22","0","0","0","1.0","1","1","0","1","1","1.64","5.89","5.53","5.14","0.0","0.0","sa657962"
"Michael Torrealba","Tigers","0","0","5.15","0","1","0","1.0","1","1","0","1","1","1.60","6.16","5.12","5.14","0.0","-0.1","sa503008"
"Mark Meadors","Phillies","0","0","5.24","0","1","0","1.0","1","1","0","1","1","1.65","6.86","5.78","5.14","0.0","-0.1","sa738701"
"Claudio Marquez"," ","0","0","5.15","0","1","0","1.0","1","1","0","1","1","1.59","5.88","4.86","5.14","0.0","-0.1","sa824920"
"Javier Martinez"," ","0","0","5.16","0","0","0","1.0","1","1","0","1","0","1.53","4.89","3.67","5.14","0.0","0.0","sa200959"
"Daniel Perez"," ","0","0","5.14","0","0","0","1.0","1","1","0","1","0","1.52","4.68","3.52","5.14","0.0","0.0","sa509136"
"Brett Shankin","Mariners","0","0","5.10","0","0","0","1.0","1","1","0","1","0","1.48","5.10","3.51","5.14","0.0","0.0","sa599360"
"Abel Amaya"," ","0","0","5.14","0","1","0","1.0","1","1","0","1","1","1.61","6.09","5.16","5.14","0.0","-0.1","sa731460"
"Lance Breedlove","Pirates","0","0","5.21","0","1","0","1.0","1","1","0","1","1","1.66","5.77","5.58","5.14","0.0","-0.1","sa658555"
"Sergio Zamudio"," ","0","0","5.10","0","1","0","1.0","1","1","0","1","1","1.58","5.65","4.67","5.14","0.0","-0.1","sa730096"
"Vanny Valenzuela"," ","0","0","5.17","0","0","0","1.0","1","1","0","1","0","1.56","5.43","4.23","5.15","0.0","0.0","sa509795"
"Gerardo Concepcion","Cubs","0","0","5.18","0","1","0","1.0","1","1","0","1","1","1.66","6.52","5.93","5.15","0.0","-0.1","sa650876"
"Manaure Martinez","Phillies","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.65","7.11","5.99","5.15","0.0","-0.1","sa596321"
"Damien Magnifico","Brewers","0","0","5.23","0","0","0","1.0","1","1","0","1","1","1.58","6.03","4.57","5.15","0.0","0.0","sa501481"
"Rafael Briceno","Braves","0","0","5.19","0","1","0","1.0","1","1","0","1","1","1.64","5.87","5.24","5.15","0.0","-0.1","sa506563"
"Tyler Barnette","White Sox","0","0","5.23","0","0","0","1.0","1","1","0","1","0","1.52","5.40","3.61","5.15","0.0","0.0","sa548463"
"Ben Carlson","Angels","0","0","5.15","0","1","0","1.0","1","1","0","1","1","1.62","5.71","5.13","5.15","0.0","-0.1","sa739009"
"Ruben Alaniz","Astros","0","0","5.25","0","1","0","1.0","1","1","0","1","0","1.55","5.54","4.02","5.15","0.0","-0.1","sa550438"
"Kyle Westwood","Astros","0","0","5.26","0","0","0","1.0","1","1","0","1","0","1.50","4.86","3.21","5.15","0.0","0.0","sa503548"
"Julio Felix","Tigers","0","0","5.13","0","1","0","1.0","1","1","0","1","0","1.56","5.36","4.32","5.15","0.0","-0.1","sa658199"
"Victor Mateo","Rays","0","0","5.09","0","0","0","1.0","1","1","0","1","0","1.50","4.63","3.45","5.15","0.0","0.0","sa504206"
"Ryan Carpenter","Rockies","0","0","5.28","0","0","0","1.0","1","1","0","1","0","1.56","5.17","3.76","5.16","0.0","0.0","sa455439"
"Ray Hanson","Angels","0","0","5.21","0","0","0","1.0","1","1","0","1","0","1.56","5.12","4.24","5.16","0.0","0.0","sa550318"
"Alexander Keudell","Angels","0","0","5.21","0","0","0","1.0","1","1","0","1","0","1.54","4.57","3.68","5.16","0.0","0.0","sa602540"
"Brian Gilbert","Twins","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.66","6.01","5.32","5.16","0.0","-0.1","sa707798"
"Axel Rios"," ","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.63","6.37","5.51","5.16","0.0","-0.1","sa595954"
"Nicholas Hanson","Phillies","0","0","5.24","0","0","0","1.0","1","1","0","1","0","1.53","4.99","3.58","5.16","0.0","0.0","sa658303"
"Marco Ramirez"," ","0","0","5.15","0","1","0","1.0","1","1","0","1","1","1.65","6.25","5.68","5.16","0.0","-0.1","sa651343"
"Carlos Diaz","Giants","0","0","5.19","0","0","0","1.0","1","1","0","1","1","1.62","5.17","5.12","5.16","0.0","0.0","sa597196"
"J.B. Wendelken","White Sox","0","0","5.28","0","0","0","1.0","1","1","0","1","0","1.53","5.66","3.81","5.16","0.0","0.0","sa658247"
"Scott Griggs","Dodgers","0","0","5.15","0","1","0","1.0","1","1","0","1","1","1.68","7.44","6.67","5.16","0.0","-0.1","sa502935"
"Chris Diaz","Braves","0","0","5.31","0","0","0","1.0","1","1","0","1","1","1.66","6.25","5.65","5.16","0.0","0.0","sa829369"
"Jose Adames","Marlins","0","0","5.27","0","0","0","1.0","1","1","0","1","1","1.64","5.55","5.25","5.16","0.0","0.0","sa597194"
"Francisco Cordoba"," ","0","0","5.16","0","0","0","1.0","1","1","0","0","0","1.49","4.09","2.94","5.16","0.0","0.0","sa254785"
"Brody Colvin","Phillies","0","0","5.28","0","0","0","1.0","1","1","0","1","1","1.58","6.23","4.79","5.16","0.0","0.0","sa501521"
"Jonathan Joseph","Athletics","0","0","5.09","0","1","0","1.0","1","1","0","1","1","1.61","5.92","5.22","5.17","0.0","-0.1","sa393045"
"Bryan Blough","White Sox","0","0","5.25","0","0","0","1.0","1","1","0","1","0","1.51","5.38","3.54","5.17","0.0","0.0","sa599715"
"Efren Delgado"," ","0","0","5.17","0","1","0","1.0","1","1","0","1","1","1.63","5.99","5.38","5.17","0.0","-0.1","sa594882"
"Matt Spann","Nationals","0","0","5.18","0","0","0","1.0","1","1","0","1","0","1.59","4.79","4.32","5.17","0.0","0.0","sa549730"
"Luis Mendez"," ","0","0","5.16","0","0","0","1.0","1","1","0","0","0","1.51","4.37","3.27","5.17","0.0","0.0","sa509937"
"Steven Brault","Orioles","0","0","5.00","0","0","0","1.0","1","1","0","1","0","1.50","5.09","3.77","5.17","0.0","0.0","sa737937"
"Keivi Rojas","Phillies","0","0","5.25","0","1","0","1.0","1","1","0","1","1","1.64","6.68","5.64","5.17","0.0","-0.1","sa596319"
"Octavio Acosta","Mets","0","0","5.26","0","0","0","1.0","1","1","0","1","0","1.57","5.42","4.33","5.17","0.0","0.0","sa548115"
"Perci Garner","Phillies","0","0","5.35","0","0","0","1.0","1","1","0","1","1","1.63","6.80","5.52","5.17","0.0","0.0","sa548275"
"Michael Dennhardt","Reds","0","0","5.02","0","0","0","1.0","1","1","0","1","0","1.52","5.79","4.21","5.17","0.0","0.0","sa599496"
"Austin Wood","Angels","0","0","5.23","0","0","0","1.0","1","1","0","1","1","1.59","5.46","4.65","5.17","0.0","0.0","sa548294"
"Francisco Esquivel"," ","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.65","6.15","5.67","5.17","0.0","-0.1","sa551188"
"Bud Jeter","Diamondbacks","0","0","5.09","0","1","0","1.0","1","1","0","1","1","1.62","6.10","5.35","5.17","0.0","-0.1","sa738369"
"John Mincone","Mets","0","0","5.21","0","1","0","1.0","1","1","0","1","1","1.65","5.93","5.51","5.17","0.0","-0.1","sa501666"
"Ronald Herrera","Padres","0","0","5.34","0","0","0","1.0","1","1","0","1","0","1.55","4.56","3.67","5.18","0.0","0.0","sa657806"
"Marcelo Carreno"," ","0","0","5.20","0","0","0","1.0","1","1","0","1","0","1.56","5.20","4.14","5.18","0.0","0.0","sa505051"
"Miguel Ramirez"," ","0","0","5.17","0","0","0","1.0","1","1","0","0","0","1.50","4.46","3.23","5.18","0.0","0.0","sa529276"
"Cecilio Garibaldi"," ","0","0","5.11","0","1","0","1.0","1","1","0","1","1","1.59","5.36","4.56","5.18","0.0","-0.1","sa203908"
"Justin Topa","Pirates","0","0","5.26","0","0","0","1.0","1","1","0","0","0","1.58","4.37","4.05","5.18","0.0","0.0","sa658926"
"Randol Rojas","Rangers","0","0","5.18","0","1","0","1.0","1","1","0","1","1","1.60","6.14","4.85","5.18","0.0","0.0","sa506015"
"Joel De La Cruz","Yankees","0","0","5.00","0","0","0","1.0","1","1","0","1","0","1.47","5.19","3.35","5.18","0.0","0.0","sa329081"
"Branden Kline","Orioles","0","0","4.98","0","0","0","1.0","1","1","0","1","0","1.47","5.12","3.40","5.18","0.0","0.0","sa501558"
"Max Fried","Padres","0","0","5.41","0","0","0","1.0","1","1","0","1","1","1.66","5.87","5.44","5.18","0.0","0.0","sa657860"
"Yosshel Hurtado"," ","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.59","5.54","4.70","5.18","0.0","-0.1","sa829111"
"Derek Hankins","Tigers","0","0","5.23","0","0","0","1.0","1","1","0","0","0","1.47","3.86","2.53","5.18","0.0","0.0","sa254024"
"Francois Lafreniere","Braves","0","0","5.27","0","0","0","1.0","1","1","0","1","0","1.58","5.01","4.13","5.18","0.0","0.0","sa503534"
"Jorge Rodriguez","Rays","0","0","5.09","0","1","0","1.0","1","1","0","1","0","1.57","5.22","4.44","5.18","0.0","-0.1","sa597264"
"Zach Clark","Orioles","0","0","4.91","0","1","0","1.0","1","1","0","1","0","1.49","5.33","3.79","5.18","0.0","-0.1","9189"
"Alan Busenitz","Angels","0","0","5.18","0","1","0","1.0","1","1","0","1","1","1.63","5.76","5.28","5.18","0.0","-0.1","sa738393"
"Graham Stoneburner","Yankees","0","0","4.98","0","0","0","1.0","1","1","0","1","0","1.45","4.80","2.96","5.18","0.0","0.0","sa501745"
"Jacob Faria","Rays","0","0","5.14","0","0","0","1.0","1","1","0","1","0","1.55","5.01","4.09","5.18","0.0","0.0","sa598097"
"Miguel Nunez","Phillies","0","0","5.28","0","0","0","1.0","1","1","0","1","0","1.56","5.43","4.11","5.18","0.0","0.0","sa547827"
"Tyrell Jenkins","Cardinals","0","0","5.08","0","0","0","1.0","1","1","0","1","0","1.57","4.84","4.33","5.18","0.0","0.0","sa548158"
"Daniel Guerrero"," ","0","0","5.20","0","0","0","1.0","1","1","0","1","0","1.55","5.07","3.96","5.18","0.0","0.0","sa325916"
"Scott Barlow","Dodgers","0","0","5.09","0","0","0","1.0","1","1","0","1","0","1.56","5.48","4.47","5.18","0.0","0.0","sa597976"
"Christopher Burgess","Phillies","0","0","5.35","0","1","0","1.0","1","1","0","1","1","1.66","6.56","5.78","5.18","0.0","-0.1","sa599330"
"Robert Whalen","Mets","0","0","5.28","0","0","0","1.0","1","1","0","1","1","1.59","5.60","4.59","5.19","0.0","0.0","sa658189"
"Matt Imhof","Phillies","0","0","5.31","0","0","0","1.0","1","1","0","1","1","1.60","5.77","4.80","5.19","0.0","0.0","sa828688"
"Omar Espinoza"," ","0","0","5.18","0","0","0","1.0","1","1","0","0","0","1.51","4.29","3.16","5.19","0.0","0.0","sa508498"
"Austin Reed","Cubs","0","0","5.21","0","1","0","1.0","1","1","0","1","1","1.64","6.04","5.39","5.19","0.0","-0.1","sa549098"
"Austin Kubitza","Tigers","0","0","5.26","0","0","0","1.0","1","1","0","1","0","1.56","5.63","4.31","5.19","0.0","0.0","sa548355"
"Jeffrey Ames","Rays","0","0","5.26","0","0","0","1.0","1","1","0","1","0","1.57","5.11","4.48","5.19","0.0","0.0","sa503692"
"Rodolfo Fernandez","Athletics","0","0","5.11","0","1","0","1.0","1","1","0","1","1","1.64","6.05","5.56","5.19","0.0","-0.1","sa832181"
"Mike Adams","Red Sox","0","0","5.14","0","1","0","1.0","1","1","0","1","1","1.65","5.92","5.47","5.19","0.0","0.0","sa737839"
"Francisco Villa"," ","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.61","5.83","4.96","5.19","0.0","-0.1","sa599910"
"Orangel Arenas","Angels","0","0","5.22","0","0","0","1.0","1","1","0","0","0","1.52","4.13","3.28","5.19","0.0","0.0","sa504061"
"Matthew Miller","Brewers","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.61","6.41","5.18","5.19","0.0","-0.1","sa548353"
"Ernesto Silva","Braves","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.67","6.29","5.76","5.19","0.0","-0.1","sa506552"
"Blake Beavan","Mariners","0","0","5.02","0","0","0","1.0","1","1","0","0","0","1.41","4.43","2.45","5.19","0.0","0.0","338"
"Blake Hauser","Mariners","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.63","6.58","5.74","5.19","0.0","-0.1","sa502161"
"Griffin Murphy","Blue Jays","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.64","6.41","5.44","5.19","0.0","-0.1","sa548247"
"Matthew Tracy","Yankees","0","0","5.03","0","0","0","1.0","1","1","0","1","0","1.50","5.22","3.84","5.19","0.0","0.0","sa550199"
"Miguel Rosario","Pirates","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.68","5.94","5.76","5.19","0.0","-0.1","sa659903"
"Tyler Vail","Braves","0","0","5.29","0","1","0","1.0","1","1","0","1","1","1.68","6.40","5.87","5.19","0.0","-0.1","sa738555"
"Devin Burke","Rockies","0","0","5.31","0","0","0","1.0","1","1","0","1","0","1.56","5.51","3.85","5.20","0.0","0.0","sa577812"
"Jacob Partridge","Rays","0","0","5.17","0","0","0","1.0","1","1","0","1","1","1.63","5.89","5.42","5.20","0.0","0.0","sa502080"
"Owen Dew","Indians","0","0","5.26","0","1","0","1.0","1","1","0","1","0","1.59","5.52","4.49","5.20","0.0","-0.1","sa549489"
"Marcus Walden","Blue Jays","0","0","5.21","0","1","0","1.0","1","1","0","1","0","1.51","4.92","3.32","5.20","0.0","-0.1","sa389195"
"Angel Araiza"," ","0","0","5.20","0","0","0","1.0","1","1","0","1","0","1.56","5.22","4.15","5.20","0.0","0.0","sa542183"
"Josh Slaats","Diamondbacks","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.61","6.07","5.16","5.20","0.0","-0.1","sa526413"
"David Mota","Athletics","0","0","5.12","0","1","0","1.0","1","1","0","1","1","1.64","6.01","5.57","5.20","0.0","-0.1","sa503002"
"El'Hajj Muhammad","Reds","0","0","5.11","0","1","0","1.0","1","1","0","1","1","1.64","7.29","6.14","5.20","0.0","-0.1","sa550244"
"Kevin Pucetas","Rangers","0","0","5.20","0","1","0","1.0","1","1","0","1","0","1.54","5.33","3.87","5.20","0.0","0.0","sa327994"
"Simon Mercedes","Red Sox","0","0","5.22","0","0","0","1.0","1","1","0","1","1","1.60","5.47","4.59","5.20","0.0","0.0","sa701535"
